PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Sex_male,Embarked_Q,Embarked_S
"324,1.266989801811655,-0.3693648410115938,""Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)"",-0.661723684853333,1.3476052706640012,0.0,248738,0.91425209414175,False,False,True"
"325,-0.7892723355548015,0.8273772438659699,""Sage, Mr. George John Jr"",-0.048732033627216675,-0.5704718797539301,0.0,CA. 2343,-0.2305564248178402,True,False,True"
"326,1.266989801811655,-1.5661069258891576,""Young, Miss. Marie Grice"",0.768590168007605,-0.5704718797539301,0.0,PC 17760,-0.2305564248178402,False,False,False"
"327,-0.7892723355548015,0.8273772438659699,""Nysveen, Mr. Johan Hansen"",-0.048732033627216675,-0.5704718797539301,0.0,345364,-0.8772412518974965,True,False,True"
"328,1.266989801811655,-0.3693648410115938,""Ball, Mrs. (Ada E Hall)"",0.768590168007605,-0.5704718797539301,0.0,28551,-0.34500736930154247,False,False,True"
"329,1.266989801811655,0.8273772438659699,""Goldsmith, Mrs. Frank John (Emily Alice Brown)"",0.2577637919858415,1.3476052706640012,0.0,363291,0.24723809709913092,False,False,True"
"330,1.266989801811655,-1.5661069258891576,""Hippach, Miss. Jean Gertrude"",-1.2747153360794492,-0.5704718797539301,0.0,111361,3.1950228343302407,False,False,False"
"331,1.266989801811655,0.8273772438659699,""McCoy, Miss. Agnes"",-0.048732033627216675,3.2656824210819324,0.0,367226,0.46170572446681674,False,True,False"
"332,-0.7892723355548015,-1.5661069258891576,""Partner, Mr. Austen"",1.7391602824489558,-0.5704718797539301,0.0,113043,0.8749002359091471,True,False,True"
"333,-0.7892723355548015,-1.5661069258891576,""Graham, Mr. George Edward"",0.9729207184163104,-0.5704718797539301,0.0,PC 17582,-0.2305564248178402,True,False,True"
"334,-0.7892723355548015,0.8273772438659699,""Vander Planke, Mr. Leo Edmondus"",-1.2747153360794492,3.2656824210819324,0.0,345764,0.04851121302448644,True,False,True"
"335,1.266989801811655,-1.5661069258891576,""Frauenthal, Mrs. Henry William (Clara Heinsheimer)"",-0.048732033627216675,1.3476052706640012,0.0,PC 17611,-0.2305564248178402,False,False,True"
"336,-0.7892723355548015,0.8273772438659699,""Denkoff, Mr. Mitto"",-0.048732033627216675,-0.5704718797539301,0.0,349225,-0.7467268788832456,True,False,True"
"337,-0.7892723355548015,-1.5661069258891576,""Pears, Mr. Thomas Clinton"",0.05343324157713604,1.3476052706640012,0.0,113776,-0.2305564248178402,True,False,True"
"338,1.266989801811655,-1.5661069258891576,""Burns, Miss. Elizabeth Margaret"",1.2794165440293686,-0.5704718797539301,0.0,16966,-0.2305564248178402,False,False,False"
"339,1.266989801811655,0.8273772438659699,""Dahl, Mr. Karl Edwart"",1.6880776448467794,-0.5704718797539301,0.0,7598,-0.7345907658043109,True,False,True"
"340,-0.7892723355548015,-1.5661069258891576,""Blackwell, Mr. Stephen Weart"",1.6880776448467794,-0.5704718797539301,0.0,113784,1.4258262511655875,True,False,True"
"341,1.266989801811655,-0.3693648410115938,""Navratil, Master. Edmond Roger"",-0.048732033627216675,1.3476052706640012,0.0,230080,0.6781409447461326,True,False,True"
"342,1.266989801811655,-1.5661069258891576,""Fortune, Miss. Alice Elizabeth"",-0.45739313444462754,-0.5704718797539301,0.0,19950,-0.2305564248178402,False,False,True"
"343,-0.7892723355548015,-0.3693648410115938,""Collander, Mr. Erik Gustaf"",-0.048732033627216675,-0.5704718797539301,0.0,248740,-0.34500736930154247,True,False,True"
"344,-0.7892723355548015,-0.3693648410115938,""Sedgwick, Mr. Charles Frederick Waddington"",-0.35522785924027483,-0.5704718797539301,0.0,244361,-0.34500736930154247,True,False,True"
"345,-0.7892723355548015,-0.3693648410115938,""Fox, Mr. Stanley Hubert"",0.768590168007605,-0.5704718797539301,0.0,229236,-0.34500736930154247,True,False,True"
"346,1.266989801811655,-0.3693648410115938,""Brown, Miss. Amelia """"Mildred"""""",-0.45739313444462754,-0.5704718797539301,0.0,248733,-0.34500736930154247,False,False,True"
"347,1.266989801811655,-0.3693648410115938,""Smith, Miss. Marion Elsie"",1.1772512688250159,-0.5704718797539301,0.0,31418,-0.34500736930154247,False,False,True"
"348,1.266989801811655,0.8273772438659699,""Davison, Mrs. Thomas Henry (Mary E Finck)"",-0.048732033627216675,1.3476052706640012,0.0,386525,-0.10102584825940442,False,False,True"
"349,1.266989801811655,0.8273772438659699,""Coutts, Master. William Loch """"William"""""",-2.6028639137360345,1.3476052706640012,0.0,C.A. 37671,-0.11676659155244566,True,False,True"
"350,-0.7892723355548015,0.8273772438659699,""Dimic, Mr. Jovan"",1.3815818192337213,-0.5704718797539301,0.0,315088,-0.6863847394693725,True,False,True"
"351,-0.7892723355548015,0.8273772438659699,""Odahl, Mr. Nils Martin"",-0.5595584096489803,-0.5704718797539301,0.0,7267,-0.6421138989576942,True,False,True"
"352,-0.7892723355548015,-1.5661069258891576,""Williams-Lambert, Mr. Fletcher Fellows"",-0.048732033627216675,-0.5704718797539301,0.0,113510,1.3864743929329846,True,False,True"
"353,-0.7892723355548015,0.8273772438659699,""Elias, Mr. Tannous"",-1.376880611283802,1.3476052706640012,0.0,2695,-0.7991907762789521,True,False,False"
"354,-0.7892723355548015,0.8273772438659699,""Arnold-Franchi, Mr. Josef"",-0.35522785924027483,1.3476052706640012,0.0,349237,0.03277046973144534,True,False,True"
"355,-0.7892723355548015,0.8273772438659699,""Yousif, Mr. Wazli"",-0.048732033627216675,-0.5704718797539301,0.0,2647,-0.7995213318881058,True,False,False"
"356,-0.7892723355548015,0.8273772438659699,""Vanden Steen, Mr. Leo Peter"",-0.048732033627216675,-0.5704718797539301,0.0,345783,-0.6204703769297627,True,False,True"
"357,1.266989801811655,-1.5661069258891576,""Bowerman, Miss. Elsie Edith"",-0.661723684853333,-0.5704718797539301,0.0,113505,2.9605487222371005,False,False,True"
"358,-0.7892723355548015,-0.3693648410115938,""Funk, Miss. Annie Clemmer"",0.9729207184163104,-0.5704718797539301,0.0,237671,-0.34500736930154247,False,False,True"
"359,1.266989801811655,0.8273772438659699,""McGovern, Miss. Mary"",-0.048732033627216675,-0.5704718797539301,0.0,330931,-0.7480333605765681,False,True,False"
"360,1.266989801811655,0.8273772438659699,""Mockler, Miss. Helen Mary """"Ellie"""""",-0.048732033627216675,-0.5704718797539301,0.0,330980,-0.7480333605765681,False,True,False"
"361,-0.7892723355548015,0.8273772438659699,""Skoog, Mr. Wilhelm"",1.1772512688250159,1.3476052706640012,0.0,347088,0.8276780060300235,True,False,True"
"362,-0.7892723355548015,-0.3693648410115938,""del Carlo, Mr. Sebastiano"",0.05343324157713604,1.3476052706640012,0.0,SC/PARIS 2167,0.8135743000394587,True,False,False"
"363,-0.7892723355548015,0.8273772438659699,""Barbara, Mrs. (Catherine David)"",1.6880776448467794,-0.5704718797539301,0.0,2691,-0.2305564248178402,False,False,False"
"364,-0.7892723355548015,0.8273772438659699,""Asim, Mr. Adola"",0.6664248928032523,-0.5704718797539301,0.0,SOTON/O.Q. 3101310,-0.8132944822695167,True,False,True"
"365,-0.7892723355548015,0.8273772438659699,""O'Brien, Mr. Thomas"",-0.048732033627216675,1.3476052706640012,0.0,370365,-0.148248078138528,True,True,False"
"366,-0.7892723355548015,0.8273772438659699,""Adahl, Mr. Mauritz Nils Martin"",0.15559851678148875,-0.5704718797539301,0.0,C 7076,-0.7975537389764756,True,False,True"
"367,1.266989801811655,-1.5661069258891576,""Warren, Mrs. Frank Manley (Anna Sophia Atkinson)"",-0.048732033627216675,1.3476052706640012,0.0,110813,-0.2305564248178402,False,False,False"
"368,1.266989801811655,0.8273772438659699,""Moussa, Mrs. (Mantoura Boulos)"",-0.048732033627216675,-0.5704718797539301,0.0,2626,-0.7991907762789521,False,False,False"
"369,1.266989801811655,0.8273772438659699,""Jermyn, Miss. Annie"",-0.048732033627216675,-0.5704718797539301,0.0,14313,-0.7582018807438727,False,True,False"
"370,1.266989801811655,-1.5661069258891576,""Aubart, Mme. Leontine Pauline"",-0.45739313444462754,-0.5704718797539301,0.0,PC 17477,-0.2305564248178402,False,False,False"
"371,1.266989801811655,-1.5661069258891576,""Harder, Mr. George Achilles"",-0.35522785924027483,1.3476052706640012,0.0,11765,2.9953121537997816,True,False,False"
"372,-0.7892723355548015,0.8273772438659699,""Wiklund, Mr. Jakob Alfred"",-1.0703847856707438,1.3476052706640012,0.0,3101267,-0.8569120819345339,True,False,True"
"373,-0.7892723355548015,0.8273772438659699,""Beavan, Mr. William Thomas"",-0.9682195104663911,-0.5704718797539301,0.0,323951,-0.7345907658043109,True,False,True"
"374,-0.7892723355548015,-1.5661069258891576,""Ringhini, Mr. Sante"",-0.661723684853333,-0.5704718797539301,0.0,PC 17760,-0.2305564248178402,True,False,False"
"375,-0.7892723355548015,0.8273772438659699,""Palsson, Miss. Stina Viola"",-2.6028639137360345,-0.5704718797539301,0.0,349909,0.29052514115499417,False,False,True"
"376,1.266989801811655,-1.5661069258891576,""Meyer, Mrs. Edgar Joseph (Leila Saks)"",-0.048732033627216675,1.3476052706640012,0.0,PC 17604,-0.2305564248178402,False,False,False"
"377,1.266989801811655,0.8273772438659699,""Landergren, Miss. Aurora Adelia"",-0.661723684853333,-0.5704718797539301,0.0,C 7077,-0.7975537389764756,False,False,True"
"378,-0.7892723355548015,-1.5661069258891576,""Widener, Mr. Harry Elkins"",-0.1508973088315694,-0.5704718797539301,0.0,113503,-0.2305564248178402,True,False,False"
"379,-0.7892723355548015,0.8273772438659699,""Betros, Mr. Tannous"",-0.8660542352620384,-0.5704718797539301,0.0,2648,-1.0523570210325794,True,False,False"
"380,-0.7892723355548015,0.8273772438659699,""Gustafsson, Mr. Karl Gideon"",-0.9682195104663911,-0.5704718797539301,0.0,347069,-0.7562342878322426,True,False,True"
"381,1.266989801811655,-1.5661069258891576,""Bidois, Miss. Rosalie"",1.3815818192337213,-0.5704718797539301,0.0,PC 17757,-0.2305564248178402,False,False,False"
"382,1.266989801811655,0.8273772438659699,""Nakid, Miss. Maria (""""Mary"""")"",-0.048732033627216675,-0.5704718797539301,0.0,2653,-0.1292253898688878,False,False,False"
"383,-0.7892723355548015,0.8273772438659699,""Tikkanen, Mr. Juho"",0.3599290671901942,-0.5704718797539301,0.0,STON/O 2. 3101293,-0.7444287303624617,True,False,True"
"384,1.266989801811655,-1.5661069258891576,""Holverson, Mrs. Alexander Oskar (Mary Aline Towner)"",0.6664248928032523,1.3476052706640012,0.0,113789,2.724437572841483,False,False,True"
"385,-0.7892723355548015,0.8273772438659699,""Plotcharsky, Mr. Vasil"",-0.048732033627216675,-0.5704718797539301,0.0,349227,-0.7467268788832456,True,False,True"
"386,-0.7892723355548015,-0.3693648410115938,""Davies, Mr. Charles Henry"",-1.0703847856707438,-0.5704718797539301,0.0,S.O.C. 14879,-0.2305564248178402,True,False,True"
"387,-0.7892723355548015,0.8273772438659699,""Goodwin, Master. Sidney Leonard"",-0.048732033627216675,-0.5704718797539301,0.0,CA 2144,2.3230486188689334,True,False,True"
"388,1.266989801811655,-0.3693648410115938,""Buss, Miss. Kate"",0.768590168007605,-0.5704718797539301,0.0,27849,-0.34500736930154247,False,False,True"
"389,-0.7892723355548015,0.8273772438659699,""Sadlier, Mr. Matthew"",-0.048732033627216675,-0.5704718797539301,0.0,367655,-0.7598389180463492,True,True,False"
"390,1.266989801811655,-0.3693648410115938,""Lehmann, Miss. Bertha"",-1.1725500608750965,-0.5704718797539301,0.0,SC 1748,-0.4237110857667482,False,False,False"
"391,1.266989801811655,-1.5661069258891576,""Carter, Mr. William Ernest"",0.768590168007605,1.3476052706640012,0.0,113760,-0.2305564248178402,True,False,True"
"392,1.266989801811655,0.8273772438659699,""Jansson, Mr. Carl Olof"",-0.7638889600576857,-0.5704718797539301,0.0,350034,-0.7545972505297663,True,False,True"
"393,-0.7892723355548015,0.8273772438659699,""Gustafsson, Mr. Johan Birger"",-0.048732033627216675,3.2656824210819324,0.0,3101277,-0.7444287303624617,True,False,True"
"394,1.266989801811655,-1.5661069258891576,""Newell, Miss. Marjorie"",-0.5595584096489803,1.3476052706640012,0.0,35273,-0.2305564248178402,False,False,False"
"395,1.266989801811655,0.8273772438659699,""Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)"",-0.45739313444462754,-0.5704718797539301,0.0,PP 9549,-0.053803618380281124,False,False,True"
"396,-0.7892723355548015,0.8273772438659699,""Johansson, Mr. Erik"",-0.661723684853333,-0.5704718797539301,0.0,350052,-0.7545972505297663,True,False,True"
"397,-0.7892723355548015,0.8273772438659699,""Olsson, Miss. Elina"",0.2577637919858415,-0.5704718797539301,0.0,350407,-0.7500009534881984,False,False,True"
"398,-0.7892723355548015,-0.3693648410115938,""McKane, Mr. Peter David"",1.7902429200511323,-0.5704718797539301,0.0,28403,0.6781409447461326,True,False,True"
"399,-0.7892723355548015,-0.3693648410115938,""Pain, Dr. Alfred"",-0.5595584096489803,-0.5704718797539301,0.0,244278,-0.5417666604645569,True,False,True"
"400,1.266989801811655,-0.3693648410115938,""Trout, Mrs. William H (Jessie L)"",-0.048732033627216675,-0.5704718797539301,0.0,240929,-0.3725536700643644,False,False,True"
"401,1.266989801811655,0.8273772438659699,""Niskanen, Mr. Juha"",1.0750859936206631,-0.5704718797539301,0.0,STON/O 2. 3101289,-0.7444287303624617,True,False,True"
"402,-0.7892723355548015,0.8273772438659699,""Adams, Mr. John"",-0.2530625840359221,-0.5704718797539301,0.0,341826,-0.7345907658043109,True,False,True"
"403,-0.7892723355548015,0.8273772438659699,""Jussila, Miss. Mari Aina"",-0.7638889600576857,1.3476052706640012,0.0,4137,-0.5948916690785708,False,False,True"
"404,-0.7892723355548015,0.8273772438659699,""Hakkarainen, Mr. Pekka Pietari"",-0.048732033627216675,1.3476052706640012,0.0,STON/O2. 3101279,-0.120701777375706,True,False,True"
"405,-0.7892723355548015,0.8273772438659699,""Oreskovic, Miss. Marija"",-0.8660542352620384,-0.5704718797539301,0.0,315096,-0.6863847394693725,False,False,True"
"406,-0.7892723355548015,-0.3693648410115938,""Gale, Mr. Shadrach"",0.5642596175988996,1.3476052706640012,0.0,28664,0.28462236242010375,True,False,True"
"407,-0.7892723355548015,0.8273772438659699,""Widegren, Mr. Carl/Charles Peter"",2.3010692960728956,-0.5704718797539301,0.0,347064,-0.7582018807438727,True,False,True"
"408,1.266989801811655,-0.3693648410115938,""Richards, Master. William Rowe"",-2.6028639137360345,1.3476052706640012,0.0,29106,0.10753900037339077,True,False,True"
"409,-0.7892723355548015,0.8273772438659699,""Birkeland, Mr. Hans Martin Monsen"",-0.7638889600576857,-0.5704718797539301,0.0,312992,-0.7562342878322426,True,False,True"
"410,-0.7892723355548015,0.8273772438659699,""Lefebre, Miss. Ida"",-0.048732033627216675,-0.5704718797539301,0.0,4133,0.6361682527552384,False,False,True"
"411,-0.7892723355548015,0.8273772438659699,""Sdycoff, Mr. Todor"",-0.048732033627216675,-0.5704718797539301,0.0,349222,-0.7467268788832456,True,False,True"
"412,-0.7892723355548015,0.8273772438659699,""Hart, Mr. Henry"",-0.048732033627216675,-0.5704718797539301,0.0,394140,-0.8283819847158967,True,True,False"
"413,1.266989801811655,-1.5661069258891576,""Minahan, Miss. Daisy E"",0.4620943423945469,1.3476052706640012,0.0,19928,-0.2305564248178402,False,True,False"
"414,-0.7892723355548015,-0.3693648410115938,""Cunningham, Mr. Alfred Fleming"",-0.048732033627216675,-0.5704718797539301,0.0,239853,-1.3681556833492174,True,False,True"
"415,1.266989801811655,0.8273772438659699,""Sundman, Mr. Johan Julian"",1.5859123696424267,-0.5704718797539301,0.0,STON/O 2. 3101269,-0.7444287303624617,True,False,True"
"416,-0.7892723355548015,0.8273772438659699,""Meek, Mrs. Thomas (Annie Louise Rowley)"",-0.048732033627216675,-0.5704718797539301,0.0,343095,-0.7345907658043109,False,False,True"
"417,1.266989801811655,-0.3693648410115938,""Drew, Mrs. James Vivian (Lulu Thorne Christian)"",0.5642596175988996,1.3476052706640012,0.0,28220,1.18971510176997,False,False,True"
"418,1.266989801811655,-0.3693648410115938,""Silven, Miss. Lyyli Karoliina"",-1.0703847856707438,-0.5704718797539301,0.0,250652,-0.34500736930154247,False,False,True"
"419,-0.7892723355548015,-0.3693648410115938,""Matthews, Mr. William John"",0.15559851678148875,-0.5704718797539301,0.0,28228,-0.34500736930154247,True,False,True"
"420,-0.7892723355548015,0.8273772438659699,""Van Impe, Miss. Catharina"",-1.8877069873055656,-0.5704718797539301,0.0,345773,0.5325390692855019,False,False,True"
"421,-0.7892723355548015,0.8273772438659699,""Gheorgheff, Mr. Stanio"",-0.048732033627216675,-0.5704718797539301,0.0,349254,-0.7467268788832456,True,False,False"
"422,-0.7892723355548015,0.8273772438659699,""Charters, Mr. David"",-0.7638889600576857,-0.5704718797539301,0.0,A/5. 13032,-0.7595162328088417,True,True,False"
"423,-0.7892723355548015,0.8273772438659699,""Zimmerman, Mr. Leo"",0.05343324157713604,-0.5704718797539301,0.0,315082,-0.7483639161857221,True,False,True"
"424,-0.7892723355548015,0.8273772438659699,""Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)"",-0.048732033627216675,1.3476052706640012,0.0,347080,-0.23482216625025432,False,False,True"
"425,-0.7892723355548015,0.8273772438659699,""Rosblom, Mr. Viktor Richard"",-1.0703847856707438,1.3476052706640012,0.0,370129,0.2226431857037541,True,False,True"
"426,-0.7892723355548015,0.8273772438659699,""Wiseman, Mr. Phillippe"",-0.048732033627216675,-0.5704718797539301,0.0,A/4. 34244,-0.7975537389764756,True,False,True"
"427,1.266989801811655,-0.3693648410115938,""Clarke, Mrs. Charles V (Ada Maria Winfield)"",-0.048732033627216675,1.3476052706640012,0.0,2003,0.6781409447461326,False,False,True"
"428,1.266989801811655,-0.3693648410115938,""Phillips, Miss. Kate Florence (""""Mrs Kate Louise Phillips Marshall"""")"",-0.9682195104663911,-0.5704718797539301,0.0,250655,0.6781409447461326,False,False,True"
"429,-0.7892723355548015,0.8273772438659699,""Flynn, Mr. James"",-0.048732033627216675,-0.5704718797539301,0.0,364851,-0.7582018807438727,True,True,False"
"430,1.266989801811655,0.8273772438659699,""Pickard, Mr. Berk (Berk Trembisky)"",0.3599290671901942,-0.5704718797539301,0.0,SOTON/O.Q. 392078,-0.7345907658043109,True,False,True"
"431,1.266989801811655,-1.5661069258891576,""Bjornstrom-Steffansson, Mr. Mauritz Hakan"",-0.048732033627216675,-0.5704718797539301,0.0,110564,0.7214279888019959,True,False,True"
"432,1.266989801811655,0.8273772438659699,""Thorneycroft, Mrs. Percival (Florence Kate White)"",-0.048732033627216675,1.3476052706640012,0.0,376564,-0.10102584825940442,False,False,True"
"433,1.266989801811655,-0.3693648410115938,""Louch, Mrs. Charles Alexander (Alice Adelaide Slow)"",1.3815818192337213,1.3476052706640012,0.0,SC/AH 3085,0.6781409447461326,False,False,True"
"434,-0.7892723355548015,0.8273772438659699,""Kallio, Mr. Nikolai Erland"",-1.1725500608750965,-0.5704718797539301,0.0,STON/O 2. 3101274,-0.8073917035346264,True,False,True"
"435,-0.7892723355548015,-1.5661069258891576,""Silvey, Mr. William Baird"",2.198904020868543,1.3476052706640012,0.0,13507,3.031382067055785,True,False,True"
"436,1.266989801811655,-1.5661069258891576,""Carter, Miss. Lucile Polk"",-1.4790458864881546,1.3476052706640012,0.0,113760,-0.2305564248178402,False,False,True"
"437,-0.7892723355548015,0.8273772438659699,""Ford, Miss. Doolina Margaret """"Daisy"""""",-0.7638889600576857,3.2656824210819324,0.0,W./C. 6608,1.3372845701422311,False,False,True"
"438,1.266989801811655,-0.3693648410115938,""Richards, Mrs. Sidney (Emily Hocking)"",-0.45739313444462754,3.2656824210819324,0.0,29106,0.10753900037339077,False,False,True"
"439,-0.7892723355548015,-1.5661069258891576,""Fortune, Mr. Mark"",-0.048732033627216675,1.3476052706640012,0.0,19950,-0.2305564248178402,True,False,True"
"440,-0.7892723355548015,-0.3693648410115938,""Kvillner, Mr. Johan Henrik Johannesson"",0.2577637919858415,-0.5704718797539301,0.0,C.A. 18723,-0.5417666604645569,True,False,True"
"441,1.266989801811655,-0.3693648410115938,""Hart, Mrs. Benjamin (Esther Ada Bloomfield)"",1.6880776448467794,1.3476052706640012,0.0,F.C.C. 13529,0.6978168738624341,False,False,True"
"442,-0.7892723355548015,0.8273772438659699,""Hampe, Mr. Leon"",-0.8660542352620384,-0.5704718797539301,0.0,345769,-0.6204703769297627,True,False,True"
"443,-0.7892723355548015,0.8273772438659699,""Petterson, Mr. Johan Emil"",-0.35522785924027483,1.3476052706640012,0.0,347076,-0.7562342878322426,True,False,True"
"444,1.266989801811655,-0.3693648410115938,""Reynaldo, Ms. Encarnacion"",-0.048732033627216675,-0.5704718797539301,0.0,230434,-0.34500736930154247,False,False,True"
"445,1.266989801811655,0.8273772438659699,""Johannesen-Bratthammer, Mr. Bernt"",-0.048732033627216675,-0.5704718797539301,0.0,65306,-0.7296717835252357,True,False,True"
"446,1.266989801811655,-1.5661069258891576,""Dodge, Master. Washington"",-2.5006986385316816,-0.5704718797539301,0.0,33638,-0.2305564248178402,True,False,True"
"447,1.266989801811655,-0.3693648410115938,""Mellinger, Miss. Madeleine Violet"",-1.5812111616925073,-0.5704718797539301,0.0,250644,0.1665667877222951,False,False,True"
"448,1.266989801811655,-1.5661069258891576,""Seward, Mr. Frederic Kimber"",0.5642596175988996,-0.5704718797539301,0.0,113794,0.7214279888019959,True,False,True"
"449,1.266989801811655,0.8273772438659699,""Baclini, Miss. Marie Catherine"",-2.398533363327329,3.2656824210819324,0.0,2666,0.14754409945265473,False,False,False"
"450,1.266989801811655,-1.5661069258891576,""Peuchen, Major. Arthur Godfrey"",2.4032345712772485,-0.5704718797539301,0.0,113786,1.0323076688395587,True,False,True"
"451,-0.7892723355548015,-0.3693648410115938,""West, Mr. Edwy Arthur"",0.768590168007605,1.3476052706640012,0.0,C.A. 34651,0.8158724485602428,True,False,True"
"452,-0.7892723355548015,0.8273772438659699,""Hagland, Mr. Ingvald Olai Olsen"",-0.048732033627216675,1.3476052706640012,0.0,65303,0.2032978121966066,True,False,True"
"453,-0.7892723355548015,-1.5661069258891576,""Foreman, Mr. Benjamin Laventall"",0.15559851678148875,-0.5704718797539301,0.0,113051,0.8158724485602428,True,False,False"
"454,1.266989801811655,-1.5661069258891576,""Goldenberg, Mr. Samuel L"",2.09673874566419,1.3476052706640012,0.0,17453,-0.2305564248178402,True,False,False"
"455,-0.7892723355548015,0.8273772438659699,""Peduzzi, Mr. Joseph"",-0.048732033627216675,-0.5704718797539301,0.0,A/5 2817,-0.7345907658043109,True,False,True"
"456,1.266989801811655,0.8273772438659699,""Jalsevac, Mr. Ivan"",0.05343324157713604,-0.5704718797539301,0.0,349240,-0.7467268788832456,True,False,False"
"457,-0.7892723355548015,-1.5661069258891576,""Millet, Mr. Francis Davis"",-0.048732033627216675,-0.5704718797539301,0.0,13509,0.7214279888019959,True,False,True"
"458,1.266989801811655,-1.5661069258891576,""Kenyon, Mrs. Frederick R (Marion)"",-0.048732033627216675,1.3476052706640012,0.0,17464,2.713615811827517,False,False,True"
"459,1.266989801811655,-0.3693648410115938,""Toomey, Miss. Ellen"",2.198904020868543,-0.5704718797539301,0.0,F.C.C. 13531,-0.5417666604645569,False,False,True"
"460,-0.7892723355548015,0.8273772438659699,""O'Connor, Mr. Maurice"",-0.048732033627216675,-0.5704718797539301,0.0,371060,-0.7582018807438727,True,True,False"
"461,1.266989801811655,-1.5661069258891576,""Anderson, Mr. Harry"",1.9945734704598377,-0.5704718797539301,0.0,19952,0.7214279888019959,True,False,True"
"462,-0.7892723355548015,0.8273772438659699,""Morley, Mr. William"",0.5642596175988996,-0.5704718797539301,0.0,364506,-0.7345907658043109,True,False,True"
"463,-0.7892723355548015,-1.5661069258891576,""Gee, Mr. Arthur H"",1.892408195255485,-0.5704718797539301,0.0,111320,1.6619374005612049,True,False,True"
"464,-0.7892723355548015,-0.3693648410115938,""Milling, Mr. Jacob Christian"",1.9945734704598377,-0.5704718797539301,0.0,234360,-0.34500736930154247,True,False,True"
"465,-0.7892723355548015,0.8273772438659699,""Maisner, Mr. Simon"",-0.048732033627216675,-0.5704718797539301,0.0,A/S 2816,-0.7345907658043109,True,False,True"
"466,-0.7892723355548015,0.8273772438659699,""Goncalves, Mr. Manuel Estanslas"",0.9729207184163104,-0.5704718797539301,0.0,SOTON/O.Q. 3101306,-0.8132944822695167,True,False,True"
"467,-0.7892723355548015,-0.3693648410115938,""Campbell, Mr. William"",-0.048732033627216675,-0.5704718797539301,0.0,239853,-1.3681556833492174,True,False,True"
"468,-0.7892723355548015,-1.5661069258891576,""Smart, Mr. John Montgomery"",-0.048732033627216675,-0.5704718797539301,0.0,113792,0.7214279888019959,True,False,True"
"469,-0.7892723355548015,0.8273772438659699,""Scanlan, Mr. James"",-0.048732033627216675,-0.5704718797539301,0.0,36209,-0.7601694736555029,True,True,False"
"470,1.266989801811655,0.8273772438659699,""Baclini, Miss. Helene Barbara"",-0.048732033627216675,3.2656824210819324,0.0,2666,0.14754409945265473,False,False,False"
"471,-0.7892723355548015,0.8273772438659699,""Keefe, Mr. Arthur"",-0.048732033627216675,-0.5704718797539301,0.0,323592,-0.7975537389764756,True,False,True"
"472,-0.7892723355548015,0.8273772438659699,""Cacic, Mr. Luka"",0.9729207184163104,-0.5704718797539301,0.0,315089,-0.6863847394693725,True,False,True"
"473,1.266989801811655,-0.3693648410115938,""West, Mrs. Edwy Arthur (Ada Mary Worth)"",0.4620943423945469,1.3476052706640012,0.0,C.A. 34651,0.8158724485602428,False,False,True"
"474,1.266989801811655,-0.3693648410115938,""Jerwan, Mrs. Amin S (Marie Marthe Thuillard)"",-0.5595584096489803,-0.5704718797539301,0.0,SC/AH Basle 541,-0.282697636976039,False,False,False"
"475,-0.7892723355548015,0.8273772438659699,""Strandberg, Miss. Ida Sofia"",-0.661723684853333,-0.5704718797539301,0.0,7553,-0.5939078726227557,False,False,True"
"476,-0.7892723355548015,-1.5661069258891576,""Clifford, Mr. George Quincy"",-0.048732033627216675,-0.5704718797539301,0.0,110465,2.724437572841483,True,False,True"
"477,-0.7892723355548015,-0.3693648410115938,""Renouf, Mr. Peter Henry"",0.5642596175988996,1.3476052706640012,0.0,31027,0.28462236242010375,True,False,True"
"478,-0.7892723355548015,0.8273772438659699,""Braund, Mr. Lewis Richard"",0.05343324157713604,1.3476052706640012,0.0,3460,-0.8136250378786707,True,False,True"
"479,-0.7892723355548015,0.8273772438659699,""Karlsson, Mr. Nils August"",-0.661723684853333,-0.5704718797539301,0.0,350060,-0.7762407725576979,True,False,True"
"480,1.266989801811655,0.8273772438659699,""Hirvonen, Miss. Hildur E"",-0.048732033627216675,-0.5704718797539301,0.0,3101298,-0.4010837672830016,False,False,True"
"481,-0.7892723355548015,0.8273772438659699,""Goodwin, Master. Harold Victor"",-1.9898722625099183,-0.5704718797539301,0.0,CA 2144,2.3230486188689334,True,False,True"
"482,-0.7892723355548015,-0.3693648410115938,""Frost, Mr. Anthony Wood """"Archie"""""",-0.048732033627216675,-0.5704718797539301,0.0,239854,-1.3681556833492174,True,False,True"
"483,-0.7892723355548015,0.8273772438659699,""Rouse, Mr. Richard Henry"",2.198904020868543,-0.5704718797539301,0.0,A/5 3594,-0.7345907658043109,True,False,True"
"484,1.266989801811655,0.8273772438659699,""Turkula, Mrs. (Hedwig)"",-0.048732033627216675,-0.5704718797539301,0.0,4134,-0.6135838017390571,False,False,True"
"485,1.266989801811655,-1.5661069258891576,""Bishop, Mr. Dickinson H"",-0.35522785924027483,1.3476052706640012,0.0,11967,-0.2305564248178402,True,False,False"
